g,x,mean_w,p_prime
0,0.005,,
1,0.005,1.000250000,0.00512434391402149462634341414646338415396150962259435141214696
2,0.00512434391402149462634341414646338415396150962259435141214696,1.00025621719570107473131717070732316920769807548112971757061,0.00525176339229690134500078011034811947572178595362414947788356
3,0.00525176339229690134500078011034811947572178595362414947788356,1.00026258816961484506725003900551740597378608929768120747389,0.00538233366542707976826429022374804979890612030388011734398400
4,0.00538233366542707976826429022374804979890612030388011734398400,1.00026911668327135398841321451118740248994530601519400586720,0.00551613176187066410171498837464778877073910801629192463578709
5,0.00551613176187066410171498837464778877073910801629192463578709,1.00027580658809353320508574941873238943853695540081459623179,0.00565323654877358575957475027026414783830108873670849572499167
6,0.00565323654877358575957475027026414783830108873670849572499167,1.00028266182743867928797873751351320739191505443683542478625,0.00579372877361700050106314335042568938667551282138740462892921
7,0.00579372877361700050106314335042568938667551282138740462892921,1.00028968643868085002505315716752128446933377564106937023145,0.00593769110669429622663819232022063279343596387567093875723052
8,0.00593769110669429622663819232022063279343596387567093875723052,1.00029688455533471481133190961601103163967179819378354693786,0.00608520818442766357157304885422194112013904672770035564759790
9,0.00608520818442766357157304885422194112013904672770035564759790,1.00030426040922138317857865244271109705600695233638501778238,0.00623636665353449180395764571668250829423835012147595463450254
10,0.00623636665353449180395764571668250829423835012147595463450254,1.00031181833267672459019788228583412541471191750607379773172,0.00639125521605360576941940427617171532596445330501559028873606
11,0.00639125521605360576941940427617171532596445330501559028873606,1.00031956276080268028847097021380858576629822266525077951444,0.00654996467524108415217690083935834560669701685905263792147373
12,0.00654996467524108415217690083935834560669701685905263792147373,1.00032749823376205420760884504196791728033485084295263189607,0.00671258798234509349777334165965829963262266069759089709240582
13,0.00671258798234509349777334165965829963262266069759089709240582,1.00033562939911725467488866708298291498163113303487954485462,0.00687922028426883455071646229483079986943662085645864443997434
14,0.00687922028426883455071646229483079986943662085645864443997434,1.00034396101421344172753582311474153999347183104282293222200,0.00704995897213032570911236736322765872856481909980140438243884
15,0.00704995897213032570911236736322765872856481909980140438243884,1.00035249794860651628545561836816138293642824095499007021912,0.00722490373072734091980962441058462864250646086318498209410745
16,0.00722490373072734091980962441058462864250646086318498209410745,1.00036124518653636704599048122052923143212532304315924910471,0.00740415658891537418355076006626262441951846716343612563666939
17,0.00740415658891537418355076006626262441951846716343612563666939,1.00037020782944576870917753800331313122097592335817180628183,0.00758782197090601798018781110721560545072282859939826175220715
18,0.00758782197090601798018781110721560545072282859939826175220715,1.00037939109854530089900939055536078027253614142996991308761,0.00777600674849261624487909768220083168122681933960145170196758
19,0.00777600674849261624487909768220083168122681933960145170196758,1.00038880033742463081224395488411004158406134096698007258510,0.00796882029420948182643402969517484015233006242512240033610186
20,0.00796882029420948182643402969517484015233006242512240033610186,1.00039844101471047409132170148475874200761650312125612001681,0.00816637453543035134876203754382932102183844586253404839312502
21,0.00816637453543035134876203754382932102183844586253404839312502,1.00040831872677151756743810187719146605109192229312670241966,0.00836878400941108469465734346220095445138491361486801017873870
22,0.00836878400941108469465734346220095445138491361486801017873870,1.00041843920047055423473286717311004772256924568074340050894,0.00857616591928089946343890480018197731507346564480313230200069
23,0.00857616591928089946343890480018197731507346564480313230200069,1.00042880829596404497317194524000909886575367328224015661510,0.00878864019098566015021355572974528906021579267209177307650922
24,0.00878864019098566015021355572974528906021579267209177307650922,1.00043943200954928300751067778648726445301078963360458865383,0.00900632953118591478703302056642920400288045573883968603800666
25,0.00900632953118591478703302056642920400288045573883968603800666,1.00045031647655929573935165102832146020014402278694198430190,0.00922935948611148560762023203917608770679544225326520503549273
26,0.00922935948611148560762023203917608770679544225326520503549273,1.00046146797430557428038101160195880438533977211266326025177,0.00945785850137347207877011202043821915285538351871094973534177
27,0.00945785850137347207877011202043821915285538351871094973534177,1.00047289292506867360393850560102191095764276917593554748677,0.00969195798273351141082766536005175272591313675966524453976096
28,0.00969195798273351141082766536005175272591313675966524453976096,1.00048459789913667557054138326800258763629565683798326222699,0.00993179235782906033976632358510482830292934362486378796214377
29,0.00993179235782906033976632358510482830292934362486378796214377,1.00049658961789145301698831617925524141514646718124318939811,0.0101774991388523093809562425594202058561419704353188924284974
30,0.0101774991388523093809562425594202058561419704353188924284974,1.00050887495694261546904781212797101029280709852176594462143,0.0104292189861791135987686144046558808869480607028112894021956
31,0.0104292189861791135987686144046558808869480607028112894021956,1.00052146094930895567993843072023279404434740303514056447011,0.0106870957729430188171335729182087601300065918309246078064075
32,0.0106870957729430188171335729182087601300065918309246078064075,1.00053435478864715094085667864591043800650032959154623039032,0.0109512766505480756050704703392926803860996361483099316890567
33,0.0109512766505480756050704703392926803860996361483099316890567,1.00054756383252740378025352351696463401930498180741549658445,0.0112219121151126616891211537474328793193751538249255533452460
34,0.0112219121151126616891211537474328793193751538249255533452460,1.00056109560575563308445605768737164396596875769124627766726,0.0114991560748349729424667289969614522802120154489229117920652
35,0.0114991560748349729424667289969614522802120154489229117920652,1.00057495780374174864712333644984807261401060077244614558960,0.0117831659182691899391857343368505065501358034553276230949962
36,0.0117831659182691899391857343368505065501358034553276230949962,1.00058915829591345949695928671684252532750679017276638115475,0.0120741025834995772929560265625918689901736911476018688342782
37,0.0120741025834995772929560265625918689901736911476018688342782,1.00060370512917497886464780132812959344950868455738009344171,0.0123721306281979225652009698675595186022426427885066372474168
38,0.0123721306281979225652009698675595186022426427885066372474168,1.00061860653140989612826004849337797593011213213942533186237,0.0126774183005477662636162777456049125501486641074014525937275
39,0.0126774183005477662636162777456049125501486641074014525937275,1.00063387091502738831318081388728024562750743320537007262969,0.0129901376110168100881113320130598299406713190604437596896074
40,0.0129901376110168100881113320130598299406713190604437596896074,1.00064950688055084050440556660065299149703356595302218798448,0.0133104644049567127443087203920609810085321885273803637852705
41,0.0133104644049567127443087203920609810085321885273803637852705,1.00066552322024783563721543601960304905042660942636901818926,0.0136385784360071868616225707095356359642312375590781264528620
42,0.0136385784360071868616225707095356359642312375590781264528620,1.00068192892180035934308112853547678179821156187795390632264,0.0139746634402788922538597410747715831707999605994859222691010
43,0.0139746634402788922538597410747715831707999605994859222691010,1.00069873317201394461269298705373857915853999802997429611346,0.0143189072112870752833848117063006644497313124384198716493285
44,0.0143189072112870752833848117063006644497313124384198716493285,1.00071594536056435376416924058531503322248656562192099358247,0.0146715016756052266862153398130156799757705378605848813119069
45,0.0146715016756052266862153398130156799757705378605848813119069,1.00073357508378026133431076699065078399878852689302924406559,0.0150326429692052160548555425994672807217313520225365935076611
46,0.0150326429692052160548555425994672807217313520225365935076611,1.00075163214846026080274277712997336403608656760112682967538,0.0154025315144474053537469906858478200817773756931513116178886
47,0.0154025315144474053537469906858478200817773756931513116178886,1.00077012657572237026768734953429239100408886878465756558089,0.0157813720976811413878028465264661654028487142042854528327672
48,0.0157813720976811413878028465264661654028487142042854528327672,1.00078906860488405706939014232632330827014243571021427264164,0.0161693739474127730286464275313773976569503941125550699836380
49,0.0161693739474127730286464275313773976569503941125550699836380,1.00080846869737063865143232137656886988284751970562775349918,0.0165667508129949281489974161538511813508642464000479988380621
50,0.0165667508129949281489974161538511813508642464000479988380621,1.00082833754064974640744987080769255906754321232000239994190,0.0169737210437872125093792570814667172827108464217353176849396
51,0.0169737210437872125093792570814667172827108464217353176849396,1.00084868605218936062546896285407333586413554232108676588425,0.0173905076687347531446958262841565351722770803408705661323485
52,0.0173905076687347531446958262841565351722770803408705661323485,1.00086952538343673765723479131420782675861385401704352830662,0.0178173384763070969622027023227240668898180879117562775254210
53,0.0178173384763070969622027023227240668898180879117562775254210,1.00089086692381535484811013511613620334449090439558781387627,0.0182544460947358861423399852944905189765823398219217752317091
54,0.0182544460947358861423399852944905189765823398219217752317091,1.00091272230473679430711699926472452594882911699109608876159,0.0187020680724854604062995714089805341446171166096003628173186
55,0.0187020680724854604062995714089805341446171166096003628173186,1.00093510340362427302031497857044902670723085583048001814087,0.0191604469588860771950968458412064694148250916718661740895260
56,0.0191604469588860771950968458412064694148250916718661740895260,1.00095802234794430385975484229206032347074125458359330870448,0.0196298303848547892700038631656654066555866070509637642226548
57,0.0196298303848547892700038631656654066555866070509637642226548,1.00098149151924273946350019315828327033277933035254818821113,0.0201104711436241702508588204802686473519398428267623093243995
58,0.0201104711436241702508588204802686473519398428267623093243995,1.00100552355718120851254294102401343236759699214133811546622,0.0206026272713940273200407080474545632635865037813894768531673
59,0.0206026272713940273200407080474545632635865037813894768531673,1.00103013136356970136600203540237272816317932518906947384266,0.0211065621278159820305700658753683073801668668572833507946597
60,0.0211065621278159820305700658753683073801668668572833507946597,1.00105532810639079910152850329376841536900834334286416753973,0.0216225444762153303216581114248935917828187987690447176564157
61,0.0216225444762153303216581114248935917828187987690447176564157,1.00108112722381076651608290557124467958914093993845223588282,0.0221508485634489071094731024483541176352408616488193667095427
62,0.0221508485634489071094731024483541176352408616488193667095427,1.00110754242817244535547365512241770588176204308244096833548,0.0226917541992917750539612878929337124493388447267370885498378
63,0.0226917541992917750539612878929337124493388447267370885498378,1.00113458770996458875269806439464668562246694223633685442749,0.0232455468352394274325259123294194262711639916531334383350971
64,0.0232455468352394274325259123294194262711639916531334383350971,1.00116227734176197137162629561647097131355819958265667191675,0.0238125176426058379040293208696790441789403268485816966650819
65,0.0238125176426058379040293208696790441789403268485816966650819,1.00119062588213029189520146604348395220894701634242908483325,0.0243929635897911020863500507841310416685621714379452935749250
66,0.0243929635897911020863500507841310416685621714379452935749250,1.00121964817948955510431750253920655208342810857189726467875,0.0249871875185855944446389200926218528907295541256405260734179
67,0.0249871875185855944446389200926218528907295541256405260734179,1.00124935937592927972223194600463109264453647770628202630367,0.0255954982193705065722127083017446318023032718398787227782712
68,0.0255954982193705065722127083017446318023032718398787227782712,1.00127977491096852532861063541508723159011516359199393613891,0.0262182105050673375983686193770033908001584307581069538647715
69,0.0262182105050673375983686193770033908001584307581069538647715,1.00131091052525336687991843096885016954000792153790534769324,0.0268556452836813727674089392243840718825915206207970086397938
70,0.0268556452836813727674089392243840718825915206207970086397938,1.00134278226418406863837044696121920359412957603103985043199,0.0275081296292764113812924049986270131581022418432096821632238
71,0.0275081296292764113812924049986270131581022418432096821632238,1.00137540648146382056906462024993135065790511209216048410816,0.0281759968512099901157804366359520770376064403948929417181803
72,0.0281759968512099901157804366359520770376064403948929417181803,1.00140879984256049950578902183179760385188032201974464708591,0.0288595865614500927526562264797814595360062665052187096728379
73,0.0288595865614500927526562264797814595360062665052187096728379,1.00144297932807250463763281132398907297680031332526093548364,0.0295592447397858439468874999137114934182242223236627279106083
74,0.0295592447397858439468874999137114934182242223236627279106083,1.00147796223698929219734437499568557467091121111618313639553,0.0302753237967359549496072611428810255492470840457362094196007
75,0.0302753237967359549496072611428810255492470840457362094196007,1.00151376618983679774748036305714405127746235420228681047098,0.0310081826339497263466568671461068044951858814370252992461126
76,0.0310081826339497263466568671461068044951858814370252992461126,1.00155040913169748631733284335730534022475929407185126496231,0.0317581867018862209674420884082540365339468516262246471664163
77,0.0317581867018862209674420884082540365339468516262246471664163,1.00158790933509431104837210442041270182669734258131123235832,0.0325257080545478043803553140892536563145887780575464801237313
78,0.0325257080545478043803553140892536563145887780575464801237313,1.00162628540272739021901776570446268281572943890287732400619,0.0333111254010346172073422658468581304485217664193232331008869
79,0.0333111254010346172073422658468581304485217664193232331008869,1.00166555627005173086036711329234290652242608832096616165504,0.0341148241536767005183965180105547862351968235375625151995493
80,0.0341148241536767005183965180105547862351968235375625151995493,1.00170574120768383502591982590052773931175984117687812575998,0.0349371964724904518272500141138711909635871338009251378584528
81,0.0349371964724904518272500141138711909635871338009251378584528,1.00174685982362452259136250070569355954817935669004625689292,0.0357786413056958551844303345497936006629277664528892209571479
82,0.0357786413056958551844303345497936006629277664528892209571479,1.00178893206528479275922151672748968003314638832264446104786,0.0366395644260205165991273233664213088860949929206968415337181
83,0.0366395644260205165991273233664213088860949929206968415337181,1.00183197822130102582995636616832106544430474964603484207669,0.0375203784625059592323418658606354724661791461546979747915178
84,0.0375203784625059592323418658606354724661791461546979747915178,1.00187601892312529796161709329303177362330895730773489873958,0.0384215029275209069844007671397382376895462643272760458283789
85,0.0384215029275209069844007671397382376895462643272760458283789,1.00192107514637604534922003835698691188447731321636380229142,0.0393433642386754276345210866418653149226732879598507915451516
86,0.0393433642386754276345210866418653149226732879598507915451516,1.00196716821193377138172605433209326574613366439799253957726,0.0402863957353188369687273904889817448605239787444492937713092
87,0.0402863957353188369687273904889817448605239787444492937713092,1.00201431978676594184843636952444908724302619893722246468857,0.0412510376892932048683367599229860465155710275068076293897815
88,0.0412510376892932048683367599229860465155710275068076293897815,1.00206255188446466024341683799614930232577855137534038146949,0.0422377373096031768807494921879750822536584091314522320764599
89,0.0422377373096031768807494921879750822536584091314522320764599,1.00211188686548015884403747460939875411268292045657261160382,0.0432469487406516564783646518591021218897584542307545591080958
90,0.0432469487406516564783646518591021218897584542307545591080958,1.00216234743703258282391823259295510609448792271153772795540,0.0442791330536797126384912968209219444539010356615964304691301
91,0.0442791330536797126384912968209219444539010356615964304691301,1.00221395665268398563192456484104609722269505178307982152346,0.0453347582310379157665593004043117221630355920846751829106443
92,0.0453347582310379157665593004043117221630355920846751829106443,1.00226673791155189578832796502021558610815177960423375914553,0.0464142991429051962907365406470168961339071127820176708865054
93,0.0464142991429051962907365406470168961339071127820176708865054,1.00232071495714525981453682703235084480669535563910088354433,0.0475182375160603012896944781964382829213519159017063958563957
94,0.0475182375160603012896944781964382829213519159017063958563957,1.00237591187580301506448472390982191414606759579508531979282,0.0486470618943000350670707379235211338237512755117130481514554
95,0.0486470618943000350670707379235211338237512755117130481514554,1.00243235309471500175335353689617605669118756377558565240757,0.0498012675900877525443733623193960322642520571447370728875234
96,0.0498012675900877525443733623193960322642520571447370728875234,1.00249006337950438762721866811596980161321260285723685364438,0.0509813566270050758103584225597919734357218962488405496788389
97,0.0509813566270050758103584225597919734357218962488405496788389,1.00254906783135025379051792112798959867178609481244202748394,0.0521878376725695735655813479736236398400450022777461404552571
98,0.0521878376725695735655813479736236398400450022777461404552571,1.00260939188362847867827906739868118199200225011388730702276,0.0534212259609712333921556427719898197368878109734822333101975
99,0.0534212259609712333921556427719898197368878109734822333101975,1.00267106129804856166960778213859949098684439054867411166551,0.0546820432052710241454134194692015377374483226871755423221828
100,0.0546820432052710241454134194692015377374483226871755423221828,1.00273410216026355120727067097346007688687241613435877711611,0.0559708174985957503091401145711355096521533552385014052209448
101,0.0559708174985957503091401145711355096521533552385014052209448,1.00279854087492978751545700572855677548260766776192507026105,0.0572880832038548055806339554226867527743988224604634939271712
102,0.0572880832038548055806339554226867527743988224604634939271712,1.00286440416019274027903169777113433763871994112302317469636,0.0586343808314964067239239616977411748228630538561674851927621
103,0.0586343808314964067239239616977411748228630538561674851927621,1.00293171904157482033619619808488705874114315269280837425964,0.0600102569048135021385083689138417126452718326140083364095302
104,0.0600102569048135021385083689138417126452718326140083364095302,1.00300051284524067510692541844569208563226359163070041682048,0.0614162638123028777875257647712470822538229747868992749795702
105,0.0614162638123028777875257647712470822538229747868992749795702,1.00307081319061514388937628823856235411269114873934496374898,0.0628529596465751051473347076277860571602598319854154205613658
106,0.0628529596465751051473347076277860571602598319854154205613658,1.00314264798232875525736673538138930285801299159927077102807,0.0643209080293079746002745679631635381192862733427669059601420
107,0.0643209080293079746002745679631635381192862733427669059601420,1.00321604540146539873001372839815817690596431366713834529801,0.0658206779217320199814701719738882406478344447027732257387367
108,0.0658206779217320199814701719738882406478344447027732257387367,1.00329103389608660099907350859869441203239172223513866128694,0.0673528434201337564208690560201474710960009692404823652963699
109,0.0673528434201337564208690560201474710960009692404823652963699,1.00336764217100668782104345280100737355480004846202411826482,0.0689179835358604185601110390309750043253620709199633293513011
110,0.0689179835358604185601110390309750043253620709199633293513011,1.00344589917679302092800555195154875021626810354599816646757,0.0705166819593093976935190082116009228361279024713821999501071
111,0.0705166819593093976935190082116009228361279024713821999501071,1.00352583409796546988467595041058004614180639512356910999751,0.0721495268073863359327269904135860158561316923822503399487288
